Restaurant_ID,Location,Cuisine,Cost_for_Two,Rating,Votes,Review_Keywords
REST-2261,Whitefield,South Indian,526,4.1,5,Slow Delivery
REST-2262,Whitefield,North Indian,515,2.9,147,"Bad Service, Slow Delivery"
REST-2263,Koramangala,Continental,745,4.4,525,Crowded
REST-2264,HSR Layout,Continental,292,4.0,35,Average Experience
REST-2265,Koramangala,Biryani,918,3.5,26,Average Experience
REST-2266,Koramangala,Chinese,799,3.8,103,Average Experience
REST-2267,Whitefield,Continental,338,3.7,86,Slow Delivery
REST-2268,Koramangala,Healthy/Salad,702,4.4,1113,Crowded
REST-2269,Indiranagar,Chinese,938,4.4,123,Average Experience
REST-2270,Whitefield,South Indian,452,3.4,20,"Bad Service, Slow Delivery"
REST-2271,Koramangala,Healthy/Salad,1184,4.1,43,Average Experience
REST-2272,Koramangala,North Indian,804,3.0,83,Bad Service
REST-2273,Koramangala,South Indian,871,3.3,44,Bad Service
REST-2274,Koramangala,Continental,687,3.7,96,Average Experience
REST-2275,Jayanagar,North Indian,566,4.5,629,Crowded
REST-2276,HSR Layout,Chinese,443,3.5,104,Average Experience
REST-2277,Electronic City,Continental,449,3.9,16,Average Experience
REST-2278,HSR Layout,Chinese,318,3.0,44,Bad Service
REST-2279,Koramangala,Healthy/Salad,649,4.7,447,Average Experience
REST-2280,Koramangala,Biryani,1172,3.6,87,Average Experience
REST-2281,Indiranagar,Healthy/Salad,786,3.6,4,Average Experience
REST-2282,Koramangala,Chinese,551,3.4,6,Bad Service
REST-2283,HSR Layout,South Indian,573,3.5,127,Average Experience
REST-2284,Koramangala,South Indian,796,3.8,70,Average Experience
REST-2285,Koramangala,Biryani,1402,3.6,82,Average Experience
REST-2286,Koramangala,South Indian,708,3.9,52,Average Experience
REST-2287,HSR Layout,Healthy/Salad,536,3.5,257,Average Experience
REST-2288,Indiranagar,Chinese,811,3.7,189,Average Experience
REST-2289,Jayanagar,Chinese,615,3.6,61,Average Experience
REST-2290,HSR Layout,Chinese,200,3.4,74,Bad Service
REST-2291,HSR Layout,South Indian,493,4.0,95,Average Experience
REST-2292,Koramangala,Continental,842,3.6,114,Average Experience
REST-2293,Jayanagar,Biryani,590,4.0,153,Average Experience
REST-2294,Electronic City,Healthy/Salad,687,3.6,31,Average Experience
REST-2295,HSR Layout,South Indian,512,3.3,38,Bad Service
REST-2296,HSR Layout,Chinese,713,4.9,330,Average Experience
REST-2297,HSR Layout,South Indian,442,3.5,83,Average Experience
REST-2298,Whitefield,North Indian,341,3.3,135,"Bad Service, Slow Delivery"
REST-2299,HSR Layout,Biryani,327,3.6,19,Average Experience
REST-2300,HSR Layout,South Indian,352,3.8,149,Searching for Healthy
REST-2301,Jayanagar,Biryani,200,4.2,862,Crowded
REST-2302,Koramangala,Healthy/Salad,701,4.9,318,Average Experience
REST-2303,Whitefield,South Indian,475,4.1,1485,"Crowded, Slow Delivery"
REST-2304,Jayanagar,Continental,490,4.5,367,Average Experience
REST-2305,HSR Layout,Chinese,200,3.9,8,Average Experience
REST-2306,Koramangala,Biryani,488,4.9,387,Average Experience
REST-2307,HSR Layout,Chinese,385,4.7,839,Crowded
REST-2308,Jayanagar,Biryani,540,3.7,37,Average Experience
REST-2309,Koramangala,Continental,843,3.9,43,Average Experience
REST-2310,Indiranagar,South Indian,683,4.1,4777,Crowded
REST-2311,Electronic City,Biryani,316,4.1,2118,Crowded
REST-2312,Electronic City,Healthy/Salad,1099,3.6,3,Average Experience
REST-2313,HSR Layout,North Indian,442,4.0,23,Oily
REST-2314,Jayanagar,Continental,789,3.4,72,Bad Service
REST-2315,Electronic City,Chinese,395,4.6,717,Crowded
REST-2316,Koramangala,South Indian,707,4.2,457,Average Experience
REST-2317,Koramangala,Healthy/Salad,835,3.7,6,Average Experience
REST-2318,Jayanagar,South Indian,522,4.1,2281,Crowded
REST-2319,Jayanagar,Biryani,200,3.8,128,Average Experience
REST-2320,Koramangala,Continental,723,4.3,1124,Crowded
REST-2321,Indiranagar,Continental,784,3.9,90,Average Experience
REST-2322,HSR Layout,South Indian,200,4.1,2215,"Crowded, Searching for Healthy"
REST-2323,Indiranagar,Chinese,1027,3.5,164,Average Experience
REST-2324,Whitefield,Healthy/Salad,210,3.2,25,"Bad Service, Slow Delivery"
REST-2325,Electronic City,South Indian,200,4.0,146,Average Experience
REST-2326,Koramangala,Continental,695,3.9,334,Average Experience
REST-2327,Indiranagar,Continental,1267,3.1,115,Bad Service
REST-2328,Electronic City,Continental,739,4.7,632,Crowded
REST-2329,Indiranagar,Biryani,808,3.1,95,Bad Service
REST-2330,Koramangala,Biryani,674,3.5,83,Average Experience
REST-2331,Indiranagar,Continental,893,3.2,196,Bad Service
REST-2332,Koramangala,Biryani,575,4.1,3437,Crowded
REST-2333,Whitefield,South Indian,200,3.5,77,Slow Delivery
REST-2334,HSR Layout,South Indian,341,4.1,190,Searching for Healthy
REST-2335,Koramangala,Chinese,1171,4.3,969,Crowded
REST-2336,Koramangala,Biryani,1015,3.7,371,Average Experience
REST-2337,Koramangala,South Indian,775,3.8,95,Average Experience
REST-2338,Koramangala,Chinese,989,3.8,31,Average Experience
REST-2339,Electronic City,Healthy/Salad,382,3.4,2,Bad Service
REST-2340,HSR Layout,South Indian,356,3.9,33,Searching for Healthy
REST-2341,Whitefield,Healthy/Salad,612,3.8,83,Slow Delivery
REST-2342,Whitefield,North Indian,360,3.8,62,Slow Delivery
REST-2343,Indiranagar,Healthy/Salad,1036,4.3,165,Average Experience
REST-2344,HSR Layout,North Indian,545,4.0,244,Oily
REST-2345,Koramangala,South Indian,702,2.7,276,Bad Service
REST-2346,Jayanagar,Continental,652,3.4,44,Bad Service
REST-2347,Indiranagar,North Indian,548,4.7,33,Average Experience
REST-2348,HSR Layout,North Indian,200,3.2,45,"Bad Service, Oily"
REST-2349,Koramangala,Chinese,818,4.2,2372,Crowded
REST-2350,Indiranagar,North Indian,948,3.6,66,Average Experience
REST-2351,Koramangala,Continental,896,3.6,42,Average Experience
REST-2352,Jayanagar,South Indian,380,4.0,405,Average Experience
REST-2353,Whitefield,Chinese,200,3.5,78,Slow Delivery
REST-2354,Koramangala,South Indian,436,4.2,140,Average Experience
REST-2355,Electronic City,Healthy/Salad,507,3.2,439,Bad Service
REST-2356,Koramangala,Continental,1063,3.0,112,Bad Service
REST-2357,Indiranagar,Continental,674,3.9,37,Average Experience
REST-2358,Koramangala,Chinese,1103,3.2,16,Bad Service
REST-2359,Indiranagar,Biryani,765,2.7,5,Bad Service
REST-2360,Electronic City,Continental,839,3.2,44,Bad Service
REST-2361,Koramangala,Biryani,1061,3.9,17,Average Experience
REST-2362,Electronic City,Continental,625,3.3,33,Bad Service
REST-2363,Indiranagar,South Indian,1101,3.5,86,Average Experience
REST-2364,HSR Layout,North Indian,506,3.9,78,Oily
REST-2365,Electronic City,North Indian,573,4.5,319,Average Experience
REST-2366,Koramangala,Continental,821,3.4,369,Bad Service
REST-2367,Jayanagar,North Indian,350,3.4,69,Bad Service
REST-2368,Koramangala,Chinese,1140,4.1,278,Average Experience
REST-2369,Whitefield,Chinese,554,3.7,268,Slow Delivery
REST-2370,Whitefield,Chinese,526,4.9,2474,"Crowded, Slow Delivery"
REST-2371,Indiranagar,Biryani,1029,4.2,616,Crowded
REST-2372,Whitefield,Biryani,508,3.9,188,Slow Delivery
REST-2373,Indiranagar,Biryani,754,4.1,161,Average Experience
REST-2374,Electronic City,Chinese,468,4.6,276,Average Experience
REST-2375,Koramangala,South Indian,496,3.7,135,Average Experience
REST-2376,Jayanagar,Continental,449,3.9,90,Average Experience
REST-2377,Indiranagar,North Indian,947,3.4,99,Bad Service
REST-2378,Koramangala,Chinese,913,3.3,101,Bad Service
REST-2379,Jayanagar,Chinese,364,3.7,328,Average Experience
REST-2380,Koramangala,South Indian,871,4.1,395,Average Experience
REST-2381,Koramangala,Chinese,405,3.7,34,Average Experience
REST-2382,Koramangala,South Indian,610,3.8,127,Average Experience
REST-2383,Koramangala,Healthy/Salad,476,3.3,151,Bad Service
REST-2384,Indiranagar,Biryani,612,2.9,196,Bad Service
REST-2385,Koramangala,Healthy/Salad,843,4.7,3071,Crowded
REST-2386,Electronic City,North Indian,398,4.2,674,Crowded
REST-2387,Indiranagar,Biryani,817,3.6,251,Average Experience
REST-2388,Indiranagar,Continental,1254,3.4,102,Bad Service
REST-2389,Whitefield,South Indian,758,3.2,4,"Bad Service, Slow Delivery"
REST-2390,Koramangala,Continental,675,4.2,1367,Crowded
REST-2391,Indiranagar,Continental,926,4.4,1168,Crowded
REST-2392,Koramangala,Healthy/Salad,959,3.1,35,Bad Service
REST-2393,Electronic City,Chinese,405,3.3,100,Bad Service
REST-2394,Koramangala,Continental,762,3.9,92,Average Experience
REST-2395,Indiranagar,Chinese,877,3.8,8,Average Experience
REST-2396,Jayanagar,Biryani,627,3.5,175,Average Experience
REST-2397,Whitefield,Biryani,281,4.0,4,Slow Delivery
REST-2398,Indiranagar,Chinese,711,3.8,3,Average Experience
REST-2399,Koramangala,South Indian,901,2.9,169,Bad Service
REST-2400,HSR Layout,North Indian,200,3.0,293,"Bad Service, Oily"
REST-2401,HSR Layout,Chinese,661,3.4,103,Bad Service
REST-2402,Jayanagar,Healthy/Salad,585,4.3,49,Average Experience
REST-2403,Indiranagar,Continental,819,3.6,122,Average Experience
REST-2404,Koramangala,South Indian,513,4.9,2979,Crowded
REST-2405,Indiranagar,South Indian,895,3.4,71,Bad Service
REST-2406,Koramangala,South Indian,673,3.4,13,Bad Service
REST-2407,Whitefield,Biryani,800,4.7,664,"Crowded, Slow Delivery"
REST-2408,Indiranagar,Healthy/Salad,960,3.6,191,Average Experience
REST-2409,Koramangala,Chinese,763,3.7,53,Average Experience
REST-2410,Indiranagar,Biryani,962,3.7,68,Average Experience
REST-2411,Indiranagar,Biryani,790,3.6,13,Average Experience
REST-2412,Electronic City,Chinese,478,3.5,412,Average Experience
REST-2413,Electronic City,Biryani,347,4.0,195,Average Experience
REST-2414,Koramangala,South Indian,864,3.4,31,Bad Service
REST-2415,Electronic City,Healthy/Salad,501,4.1,604,Crowded
REST-2416,Koramangala,Biryani,575,3.3,88,Bad Service
REST-2417,Whitefield,Healthy/Salad,512,3.8,159,Slow Delivery
REST-2418,HSR Layout,Chinese,708,2.6,161,Bad Service
REST-2419,Indiranagar,Biryani,724,3.9,37,Average Experience
REST-2420,Koramangala,Continental,713,4.2,1187,Crowded
REST-2421,Electronic City,North Indian,385,4.4,124,Average Experience
REST-2422,Electronic City,Continental,564,3.4,282,Bad Service
REST-2423,Koramangala,Continental,692,4.9,102,Average Experience
REST-2424,Koramangala,Continental,929,3.6,49,Average Experience
REST-2425,Whitefield,North Indian,200,3.5,156,Slow Delivery
REST-2426,HSR Layout,Healthy/Salad,301,4.1,1276,Crowded
REST-2427,Indiranagar,Chinese,1201,4.0,52,Average Experience
REST-2428,Koramangala,Healthy/Salad,645,3.5,24,Average Experience
REST-2429,Indiranagar,Continental,923,3.9,83,Average Experience
REST-2430,Whitefield,North Indian,400,4.1,1008,"Crowded, Slow Delivery"
REST-2431,Koramangala,Healthy/Salad,764,4.5,2396,Crowded
REST-2432,Indiranagar,South Indian,635,3.3,90,Bad Service
REST-2433,Indiranagar,Continental,788,4.0,5,Average Experience
REST-2434,HSR Layout,North Indian,344,3.8,113,Oily
REST-2435,Whitefield,Healthy/Salad,390,4.3,1908,"Crowded, Slow Delivery"
REST-2436,HSR Layout,Continental,638,4.0,1,Average Experience
REST-2437,Jayanagar,South Indian,243,4.8,519,Crowded
REST-2438,Koramangala,Biryani,1142,3.3,21,Bad Service
REST-2439,Koramangala,Healthy/Salad,601,4.2,2050,Crowded
REST-2440,Whitefield,Chinese,461,3.5,47,Slow Delivery
REST-2441,Koramangala,Healthy/Salad,658,2.9,322,Bad Service
REST-2442,Whitefield,South Indian,639,2.8,92,"Bad Service, Slow Delivery"
REST-2443,Koramangala,Healthy/Salad,824,3.7,31,Average Experience
REST-2444,Electronic City,Continental,494,3.2,9,Bad Service
REST-2445,Whitefield,Biryani,357,3.3,37,"Bad Service, Slow Delivery"
REST-2446,Indiranagar,Biryani,416,4.0,4,Average Experience
REST-2447,Indiranagar,Chinese,848,4.3,3800,Crowded
REST-2448,HSR Layout,Healthy/Salad,254,3.8,0,Average Experience
REST-2449,Koramangala,Chinese,989,4.2,89,Average Experience
REST-2450,Indiranagar,North Indian,863,3.0,67,Bad Service
REST-2451,Koramangala,Biryani,800,2.8,138,Bad Service
REST-2452,HSR Layout,Chinese,422,4.4,2347,Crowded
REST-2453,Koramangala,Healthy/Salad,709,3.9,56,Average Experience
REST-2454,Whitefield,Chinese,452,3.3,90,"Bad Service, Slow Delivery"
REST-2455,Koramangala,Chinese,975,4.0,7,Average Experience
REST-2456,Whitefield,North Indian,340,4.3,2669,"Crowded, Slow Delivery"
REST-2457,Jayanagar,North Indian,476,3.8,14,Average Experience
REST-2458,HSR Layout,Biryani,200,4.5,42,Average Experience
REST-2459,Whitefield,North Indian,481,3.3,53,"Bad Service, Slow Delivery"
REST-2460,HSR Layout,Healthy/Salad,650,3.4,100,Bad Service
REST-2461,Koramangala,Continental,954,3.8,18,Average Experience
REST-2462,HSR Layout,North Indian,466,3.9,2,Oily
REST-2463,Indiranagar,South Indian,870,3.9,94,Average Experience
REST-2464,HSR Layout,Healthy/Salad,349,3.8,92,Average Experience
REST-2465,Jayanagar,South Indian,561,3.7,16,Average Experience
REST-2466,Jayanagar,Healthy/Salad,523,3.6,407,Average Experience
REST-2467,Indiranagar,Biryani,1013,3.4,1,Bad Service
REST-2468,Whitefield,North Indian,200,3.6,7,Slow Delivery
REST-2469,Koramangala,South Indian,733,4.9,135,Average Experience
REST-2470,Jayanagar,Biryani,331,4.6,4023,Crowded
REST-2471,Koramangala,North Indian,1035,3.8,165,Average Experience
REST-2472,Koramangala,Chinese,935,3.7,202,Average Experience
REST-2473,Whitefield,Healthy/Salad,200,4.8,734,"Crowded, Slow Delivery"
REST-2474,Koramangala,Chinese,858,3.6,242,Average Experience
REST-2475,Koramangala,South Indian,990,4.2,1012,Crowded
REST-2476,Jayanagar,North Indian,752,2.6,108,Bad Service
REST-2477,Koramangala,South Indian,1082,3.3,279,Bad Service
REST-2478,Koramangala,Healthy/Salad,896,3.8,62,Average Experience
REST-2479,Jayanagar,Healthy/Salad,409,4.4,787,Crowded
REST-2480,Koramangala,South Indian,937,3.6,75,Average Experience
REST-2481,Indiranagar,Continental,706,4.1,1209,Crowded
REST-2482,Koramangala,South Indian,787,3.8,161,Average Experience
REST-2483,Koramangala,Chinese,746,4.7,14,Average Experience
REST-2484,Whitefield,Biryani,627,3.7,81,Slow Delivery
REST-2485,HSR Layout,South Indian,200,4.1,1631,Crowded
REST-2486,Indiranagar,North Indian,852,4.2,58,Average Experience
REST-2487,HSR Layout,Chinese,573,2.8,85,Bad Service
REST-2488,Koramangala,Continental,670,3.6,85,Average Experience
REST-2489,Jayanagar,North Indian,323,4.5,207,Average Experience
REST-2490,HSR Layout,Biryani,389,4.0,33,Average Experience
REST-2491,Koramangala,Biryani,983,3.6,123,Average Experience
REST-2492,Koramangala,Continental,950,3.8,117,Average Experience
REST-2493,Indiranagar,North Indian,1024,3.8,119,Average Experience
REST-2494,Koramangala,Healthy/Salad,987,3.0,81,Bad Service
REST-2495,Indiranagar,Healthy/Salad,675,4.2,970,Crowded
REST-2496,Indiranagar,Chinese,930,4.2,1355,Crowded
REST-2497,Whitefield,Healthy/Salad,854,3.1,69,"Bad Service, Slow Delivery"
REST-2498,Koramangala,Chinese,938,2.9,17,Bad Service
REST-2499,Indiranagar,North Indian,900,4.2,1856,Crowded
REST-2500,Koramangala,Biryani,219,3.9,9,Average Experience
REST-2501,HSR Layout,North Indian,666,3.4,213,"Bad Service, Oily"
REST-2502,Whitefield,Biryani,333,3.5,42,Slow Delivery
REST-2503,HSR Layout,North Indian,475,3.7,193,Oily
REST-2504,HSR Layout,North Indian,200,4.3,696,"Crowded, Oily"
REST-2505,HSR Layout,South Indian,427,3.1,5,Bad Service
REST-2506,Indiranagar,Continental,932,4.5,1138,Crowded
REST-2507,Whitefield,Chinese,200,3.0,102,"Bad Service, Slow Delivery"
REST-2508,Indiranagar,Biryani,452,4.4,2816,Crowded
REST-2509,HSR Layout,Healthy/Salad,706,3.8,217,Average Experience
REST-2510,Electronic City,Chinese,200,3.0,24,Bad Service
REST-2511,Electronic City,South Indian,552,3.1,91,Bad Service
REST-2512,Whitefield,Healthy/Salad,326,4.2,576,"Crowded, Slow Delivery"
REST-2513,Indiranagar,South Indian,687,3.8,178,Average Experience
REST-2514,Koramangala,North Indian,584,4.0,594,Crowded
REST-2515,Koramangala,Biryani,908,3.6,438,Average Experience
REST-2516,Electronic City,Healthy/Salad,297,3.6,41,Average Experience
REST-2517,Koramangala,Chinese,805,3.6,18,Average Experience
REST-2518,Whitefield,Chinese,450,4.6,227,Slow Delivery
REST-2519,Jayanagar,North Indian,200,4.0,7,Average Experience
REST-2520,Koramangala,South Indian,800,3.9,15,Average Experience
REST-2521,Electronic City,Continental,339,2.9,184,Bad Service
REST-2522,HSR Layout,North Indian,429,4.2,15,Oily
REST-2523,Jayanagar,Healthy/Salad,200,3.4,58,Bad Service
REST-2524,Koramangala,Continental,554,4.0,196,Average Experience
REST-2525,Whitefield,Chinese,340,3.5,331,Slow Delivery
REST-2526,Koramangala,Chinese,767,3.5,122,Average Experience
REST-2527,Jayanagar,Chinese,305,4.2,925,Crowded
REST-2528,Indiranagar,South Indian,859,4.4,1963,Crowded
REST-2529,Whitefield,Biryani,465,3.1,51,"Bad Service, Slow Delivery"
REST-2530,Indiranagar,Continental,567,4.0,183,Average Experience
REST-2531,HSR Layout,North Indian,697,4.2,2249,"Crowded, Oily"
REST-2532,Koramangala,North Indian,785,3.8,108,Average Experience
REST-2533,Whitefield,Healthy/Salad,510,4.0,79,Slow Delivery
REST-2534,Indiranagar,North Indian,694,4.4,234,Average Experience
REST-2535,Electronic City,South Indian,200,3.3,24,Bad Service
REST-2536,HSR Layout,Biryani,302,4.3,802,Crowded
REST-2537,Electronic City,South Indian,316,3.3,71,Bad Service
REST-2538,Koramangala,Healthy/Salad,1013,3.9,175,Average Experience
REST-2539,HSR Layout,South Indian,442,2.9,57,"Bad Service, Searching for Healthy"
REST-2540,HSR Layout,South Indian,498,3.5,13,Average Experience
REST-2541,Koramangala,Biryani,774,3.6,427,Average Experience
REST-2542,Jayanagar,Healthy/Salad,290,3.6,20,Average Experience
REST-2543,Whitefield,Continental,417,3.3,108,"Bad Service, Slow Delivery"
REST-2544,Indiranagar,Biryani,483,4.6,179,Average Experience
REST-2545,Jayanagar,North Indian,405,4.6,724,Crowded
REST-2546,Koramangala,Chinese,1050,3.2,31,Bad Service
REST-2547,Koramangala,South Indian,1042,4.2,597,Crowded
REST-2548,Koramangala,Healthy/Salad,1104,3.7,53,Average Experience
REST-2549,Electronic City,Healthy/Salad,805,4.7,343,Average Experience
REST-2550,Koramangala,South Indian,800,4.4,784,Crowded
REST-2551,HSR Layout,South Indian,705,4.0,70,Average Experience
REST-2552,Indiranagar,Healthy/Salad,698,3.5,20,Average Experience
REST-2553,Indiranagar,Chinese,892,3.3,66,Bad Service
REST-2554,Koramangala,Continental,952,3.0,19,Bad Service
REST-2555,Koramangala,North Indian,1019,4.6,4925,Crowded
REST-2556,Jayanagar,Continental,200,4.9,47,Average Experience
REST-2557,HSR Layout,Chinese,558,3.8,0,Searching for Healthy
REST-2558,Whitefield,Continental,636,4.0,108,Slow Delivery
REST-2559,Indiranagar,Continental,910,3.3,45,Bad Service
REST-2560,Koramangala,Biryani,325,3.4,32,Bad Service
REST-2561,HSR Layout,Continental,266,3.4,128,Bad Service
REST-2562,Jayanagar,South Indian,458,4.0,428,Average Experience
REST-2563,Indiranagar,South Indian,635,4.4,1868,Crowded
REST-2564,Electronic City,Chinese,498,3.6,78,Average Experience
REST-2565,Indiranagar,Biryani,904,3.3,38,Bad Service
REST-2566,HSR Layout,North Indian,630,4.3,1439,"Crowded, Oily"
REST-2567,HSR Layout,Chinese,200,3.8,41,Average Experience
REST-2568,Koramangala,Biryani,895,4.0,0,Average Experience
REST-2569,Whitefield,Biryani,406,3.6,16,Slow Delivery
REST-2570,Electronic City,North Indian,200,4.1,1334,Crowded
REST-2571,HSR Layout,Healthy/Salad,727,4.8,2301,Crowded
REST-2572,Koramangala,Continental,806,4.6,28,Average Experience
REST-2573,HSR Layout,North Indian,631,4.3,1250,"Crowded, Oily"
REST-2574,Koramangala,Chinese,1091,3.1,51,Bad Service
REST-2575,Koramangala,South Indian,794,3.3,298,Bad Service
REST-2576,Koramangala,Healthy/Salad,802,3.8,56,Average Experience
REST-2577,Koramangala,Chinese,964,4.0,37,Average Experience
REST-2578,Jayanagar,Healthy/Salad,237,3.6,172,Average Experience
REST-2579,HSR Layout,Continental,319,4.4,16,Average Experience
REST-2580,Whitefield,Biryani,674,3.9,471,Slow Delivery
REST-2581,Koramangala,Biryani,773,4.0,261,Average Experience
REST-2582,HSR Layout,South Indian,550,3.7,4,Average Experience
REST-2583,Koramangala,South Indian,687,4.2,1273,Crowded
REST-2584,Jayanagar,Continental,423,4.0,68,Average Experience
REST-2585,HSR Layout,Biryani,743,4.9,678,Crowded
REST-2586,Indiranagar,Biryani,1054,4.5,451,Average Experience
REST-2587,HSR Layout,South Indian,200,3.8,8,Average Experience
REST-2588,Koramangala,Biryani,952,4.2,4,Average Experience
REST-2589,Indiranagar,Healthy/Salad,897,3.2,167,Bad Service
REST-2590,Electronic City,Biryani,316,4.0,234,Average Experience
REST-2591,Whitefield,Healthy/Salad,470,3.6,39,Slow Delivery
REST-2592,Koramangala,Continental,486,4.0,76,Average Experience
REST-2593,HSR Layout,Healthy/Salad,485,3.6,105,Average Experience
REST-2594,Indiranagar,North Indian,808,3.8,90,Average Experience
REST-2595,Indiranagar,Chinese,1057,4.4,857,Crowded
REST-2596,Electronic City,South Indian,447,3.9,248,Average Experience
REST-2597,Whitefield,South Indian,659,3.3,42,"Bad Service, Slow Delivery"
REST-2598,Indiranagar,Continental,1166,4.5,381,Average Experience
REST-2599,Koramangala,Biryani,438,4.1,80,Average Experience
REST-2600,Koramangala,Biryani,1036,2.9,104,Bad Service
REST-2601,Koramangala,Biryani,512,3.7,92,Average Experience
REST-2602,Whitefield,Chinese,200,3.1,125,"Bad Service, Slow Delivery"
REST-2603,Koramangala,North Indian,1089,4.2,331,Average Experience
REST-2604,Indiranagar,North Indian,880,3.9,69,Average Experience
REST-2605,Indiranagar,Biryani,821,3.8,149,Average Experience
REST-2606,Indiranagar,Healthy/Salad,1080,4.0,65,Average Experience
REST-2607,Indiranagar,South Indian,572,3.2,176,Bad Service
REST-2608,Indiranagar,Healthy/Salad,1149,4.4,573,Crowded
REST-2609,Koramangala,Biryani,842,4.8,1705,Crowded
REST-2610,Jayanagar,North Indian,220,3.8,114,Average Experience
REST-2611,Indiranagar,Continental,700,4.4,1041,Crowded
REST-2612,Jayanagar,Continental,200,4.4,1479,Crowded
REST-2613,Indiranagar,South Indian,903,3.5,81,Average Experience
REST-2614,Indiranagar,South Indian,780,3.6,7,Average Experience
REST-2615,Electronic City,Biryani,200,4.1,479,Average Experience
REST-2616,Koramangala,Continental,741,3.9,64,Average Experience
REST-2617,Whitefield,Biryani,365,4.0,163,Slow Delivery
REST-2618,Electronic City,North Indian,645,2.8,246,Bad Service
REST-2619,HSR Layout,North Indian,333,3.5,0,Oily
REST-2620,Jayanagar,Chinese,436,4.3,1914,Crowded
REST-2621,Indiranagar,South Indian,726,4.0,62,Average Experience
REST-2622,HSR Layout,South Indian,568,3.7,33,Average Experience
REST-2623,Electronic City,Healthy/Salad,432,3.5,19,Average Experience
REST-2624,HSR Layout,South Indian,487,4.7,264,Average Experience
REST-2625,Whitefield,Chinese,445,3.8,126,Slow Delivery
REST-2626,Koramangala,Continental,870,3.4,74,Bad Service
REST-2627,Jayanagar,Biryani,200,3.7,189,Average Experience
REST-2628,Jayanagar,Continental,366,4.6,2118,Crowded
REST-2629,Jayanagar,Continental,319,4.2,869,Crowded
REST-2630,Indiranagar,North Indian,592,3.6,106,Average Experience
REST-2631,Indiranagar,Continental,377,4.0,92,Average Experience
REST-2632,Indiranagar,Biryani,525,3.9,11,Average Experience
REST-2633,Koramangala,South Indian,614,3.8,15,Average Experience
REST-2634,Indiranagar,Healthy/Salad,1080,4.5,326,Average Experience
REST-2635,Whitefield,Chinese,277,3.6,50,Slow Delivery
REST-2636,Whitefield,Healthy/Salad,349,2.1,29,"Bad Service, Slow Delivery"
REST-2637,Whitefield,Healthy/Salad,465,3.2,270,"Bad Service, Slow Delivery"
REST-2638,HSR Layout,South Indian,548,4.2,27,Average Experience
REST-2639,Koramangala,Healthy/Salad,987,4.0,179,Average Experience
REST-2640,Indiranagar,North Indian,921,4.3,1800,Crowded
REST-2641,Electronic City,South Indian,612,4.2,93,Average Experience
REST-2642,Electronic City,North Indian,679,4.1,639,Crowded
REST-2643,HSR Layout,Chinese,486,3.5,42,Searching for Healthy
REST-2644,Koramangala,Healthy/Salad,441,4.0,43,Average Experience
REST-2645,Jayanagar,Healthy/Salad,410,4.2,1901,Crowded
REST-2646,Whitefield,Healthy/Salad,379,3.8,49,Slow Delivery
REST-2647,Koramangala,Continental,854,4.0,7,Average Experience
REST-2648,Koramangala,Healthy/Salad,783,4.0,178,Average Experience
REST-2649,Indiranagar,Chinese,893,4.3,796,Crowded
REST-2650,Koramangala,Biryani,936,3.7,118,Average Experience
REST-2651,HSR Layout,Chinese,256,4.1,1244,Crowded
REST-2652,Jayanagar,Continental,367,4.2,2411,Crowded
REST-2653,Jayanagar,Chinese,426,3.8,197,Average Experience
REST-2654,Koramangala,Continental,1185,3.6,94,Average Experience
REST-2655,Koramangala,Biryani,833,4.3,337,Average Experience
REST-2656,Indiranagar,North Indian,1014,3.6,161,Average Experience
REST-2657,Jayanagar,Biryani,568,4.8,1445,Crowded
REST-2658,Indiranagar,North Indian,1123,4.5,1325,Crowded
REST-2659,Whitefield,South Indian,480,3.5,28,Slow Delivery
REST-2660,HSR Layout,Biryani,203,3.6,168,Average Experience
REST-2661,HSR Layout,North Indian,327,3.6,140,Oily
REST-2662,Koramangala,Continental,990,4.6,2491,Crowded
REST-2663,HSR Layout,South Indian,295,3.8,3,Average Experience
REST-2664,Koramangala,Chinese,722,4.4,608,Crowded
REST-2665,Jayanagar,Biryani,480,4.0,179,Average Experience
REST-2666,Electronic City,South Indian,655,4.2,4839,Crowded
REST-2667,HSR Layout,North Indian,419,4.0,36,"Oily, Searching for Healthy"
REST-2668,Koramangala,South Indian,1046,3.7,40,Average Experience
REST-2669,HSR Layout,Biryani,355,3.8,3,Average Experience
REST-2670,Koramangala,South Indian,632,4.3,117,Average Experience
REST-2671,Koramangala,South Indian,895,4.2,2718,Crowded
REST-2672,Jayanagar,Healthy/Salad,350,3.6,49,Average Experience
REST-2673,Koramangala,Chinese,668,4.6,1488,Crowded
REST-2674,Koramangala,Chinese,685,4.1,1485,Crowded
REST-2675,Whitefield,South Indian,526,4.0,8,Slow Delivery
REST-2676,HSR Layout,South Indian,306,3.0,56,Bad Service
REST-2677,Koramangala,Healthy/Salad,924,4.2,812,Crowded
REST-2678,Jayanagar,Continental,395,4.3,675,Crowded
REST-2679,Whitefield,North Indian,454,3.3,7,"Bad Service, Slow Delivery"
REST-2680,Indiranagar,Chinese,1221,3.8,98,Average Experience
REST-2681,Indiranagar,South Indian,1005,3.0,0,Bad Service
REST-2682,Indiranagar,Chinese,710,3.7,197,Average Experience
REST-2683,Koramangala,Continental,442,3.5,90,Average Experience
REST-2684,Koramangala,Biryani,949,3.7,53,Average Experience
